,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target_Graduate
25,0.0,0.0,0.1111111111111111,0.5625,1,0.0,0.0,0.42857142857142855,0.8181818181818182,0.29032258064516125,0.2,1,0,1,1,0,1,0.018867924528301883,0,0.0,0.23076923076923078,0.17777777777777778,0.19230769230769232,0.611111111111111,0.0,0.0,0.2608695652173913,0.36363636363636365,0.2,0.611111111111111,0.0,0.0,0.6666666666666666,0.5714285714285714,0
26,0.0,0.4117647058823529,0.2222222222222222,0.5625,1,0.0,0.0,0.42857142857142855,0.8181818181818182,0.22580645161290322,0.17777777777777778,1,0,0,1,0,0,0.07547169811320753,0,0.0,0.23076923076923078,0.2,0.23076923076923078,0.611111111111111,0.0,0.0,0.2608695652173913,0.2727272727272727,0.30000000000000004,0.7222222222222222,0.0,1.0,0.0,0.5714285714285714,1
27,0.0,0.0,0.1111111111111111,0.3125,1,0.0,0.0,0.42857142857142855,0.3939393939393939,0.0967741935483871,0.06666666666666667,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.19230769230769232,0.2,0.19230769230769232,0.6666666666666666,0.16666666666666666,0.0,0.21739130434782608,0.21212121212121213,0.2,0.7222222222222222,0.0,0.22222222222222232,0.0,0.14285714285714285,0
28,0.0,0.0,0.1111111111111111,0.5,1,0.0,0.0,0.42857142857142855,0.0,0.29032258064516125,0.2,1,0,0,1,0,0,0.05660377358490565,0,0.0,0.19230769230769232,0.13333333333333333,0.19230769230769232,0.6666666666666666,0.0,0.0,0.21739130434782608,0.18181818181818182,0.25,0.6666666666666666,0.0,1.0,0.0,0.5714285714285714,1
29,0.0,0.4117647058823529,0.2222222222222222,0.6875,1,0.0,0.0,0.07142857142857142,0.06060606060606061,0.03225806451612903,0.22222222222222224,1,0,0,1,1,0,0.037735849056603765,0,0.0,0.2692307692307693,0.2,0.23076923076923078,0.6666666666666666,0.0,0.0,0.30434782608695654,0.21212121212121213,0.30000000000000004,0.7222222222222222,0.0,1.0,0.0,0.5714285714285714,0
30,0.0,0.8235294117647058,0.1111111111111111,0.1875,1,0.8125,0.0,0.10714285714285714,0.12121212121212122,0.12903225806451613,0.04444444444444444,0,0,0,1,1,0,0.07547169811320753,0,0.0,0.23076923076923078,0.33333333333333337,0.19230769230769232,0.611111111111111,0.0,0.0,0.2608695652173913,0.5151515151515151,0.25,0.5555555555555556,0.0,1.0,0.0,0.5714285714285714,0
31,0.0,0.8823529411764706,0.1111111111111111,0.25,1,0.0,0.0,0.9285714285714285,0.06060606060606061,0.4838709677419355,0.46666666666666673,1,0,0,1,1,0,0.05660377358490565,0,0.1,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.6666666666666666,0.0,0.0,0.2608695652173913,0.2727272727272727,0.2,0.7222222222222222,0.0,0.11111111111111116,0.3333333333333333,1.0,1
32,0.0,0.0,0.1111111111111111,0.5,1,0.0,0.0,0.0,0.0,0.12903225806451613,0.13333333333333333,0,0,0,0,1,0,0.018867924528301883,0,0.0,0.19230769230769232,0.2,0.11538461538461539,0.611111111111111,0.0,0.0,0.21739130434782608,0.24242424242424243,0.1,0.7222222222222222,0.0,0.11111111111111116,0.3333333333333333,1.0,0
33,0.0,0.47058823529411764,0.1111111111111111,0.125,0,0.0,0.0,0.42857142857142855,0.0,0.29032258064516125,0.1111111111111111,1,0,0,1,0,0,0.037735849056603765,0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6666666666666666,0.0,0.0,0.2608695652173913,0.24242424242424243,0.30000000000000004,0.7777777777777777,0.0,0.5555555555555556,0.0,0.7142857142857142,1
34,0.0,0.0,0.1111111111111111,1.0,0,0.0,0.0,0.03571428571428571,0.787878787878788,0.0967741935483871,0.2,0,0,0,1,1,0,0.32075471698113206,0,0.0,0.19230769230769232,0.13333333333333333,0.19230769230769232,0.6666666666666666,0.0,0.0,0.21739130434782608,0.2727272727272727,0.25,0.7222222222222222,0.0,0.6666666666666667,0.0,0.5714285714285714,1
35,0.0,0.6470588235294117,0.1111111111111111,0.0,1,0.0,0.0,0.7857142857142857,0.787878787878788,0.29032258064516125,0.13333333333333333,0,0,1,0,1,0,0.3773584905660377,0,0.0,0.2692307692307693,0.15555555555555556,0.0,0.0,0.0,0.0,0.30434782608695654,0.21212121212121213,0.05,0.5555555555555556,0.0,0.11111111111111116,0.3333333333333333,1.0,0
36,0.0,0.6470588235294117,0.1111111111111111,0.375,1,0.4375,0.0,0.6428571428571428,0.787878787878788,0.0,0.0,1,0,0,1,1,0,0.490566037735849,0,0.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5714285714285714,0
37,0.0,0.7647058823529411,0.1111111111111111,0.5,1,0.0,0.0,0.75,0.787878787878788,0.1935483870967742,0.13333333333333333,0,0,0,1,0,0,0.7169811320754718,0,0.0,0.19230769230769232,0.22222222222222224,0.038461538461538464,0.5555555555555556,0.0,0.0,0.21739130434782608,0.24242424242424243,0.1,0.6666666666666666,0.16666666666666666,1.0,0.0,0.5714285714285714,0
38,0.6000000000000001,0.6470588235294117,0.1111111111111111,1.0,0,0.0,0.0,0.42857142857142855,0.3939393939393939,0.29032258064516125,0.06666666666666667,1,0,0,1,0,0,0.4150943396226415,0,0.0,0.19230769230769232,0.17777777777777778,0.19230769230769232,0.611111111111111,0.0,0.0,0.21739130434782608,0.15151515151515152,0.25,0.611111111111111,0.0,0.0,0.6666666666666666,0.5714285714285714,1
39,0.0,0.8235294117647058,0.1111111111111111,0.4375,1,0.8125,0.10000000000000002,0.10714285714285714,0.09090909090909091,0.0967741935483871,0.13333333333333333,0,0,1,0,0,0,0.05660377358490565,1,0.1,0.23076923076923078,0.2888888888888889,0.11538461538461539,0.611111111111111,0.0,0.05263157894736842,0.2608695652173913,0.33333333333333337,0.15000000000000002,0.6666666666666666,0.0,0.5555555555555556,0.0,0.7142857142857142,0
40,0.0,0.0,0.5555555555555556,0.875,1,0.0,0.0,0.07142857142857142,0.06060606060606061,0.06451612903225806,0.04444444444444444,0,0,1,1,0,0,0.018867924528301883,0,0.0,0.23076923076923078,0.13333333333333333,0.15384615384615385,0.6666666666666666,0.0,0.0,0.21739130434782608,0.15151515151515152,0.0,0.0,0.0,0.5555555555555556,1.0,0.42857142857142855,0
41,0.0,0.0,0.2222222222222222,0.5,1,0.0,0.0,0.07142857142857142,0.3939393939393939,0.06451612903225806,0.15555555555555556,1,0,0,1,0,0,0.09433962264150941,0,0.0,0.19230769230769232,0.11111111111111112,0.19230769230769232,0.7777777777777777,0.0,0.0,0.21739130434782608,0.15151515151515152,0.25,0.8333333333333333,0.0,0.11111111111111116,0.3333333333333333,1.0,1
42,0.0,0.0,0.6666666666666666,0.6875,1,0.0,0.0,0.0,0.06060606060606061,0.06451612903225806,0.04444444444444444,1,1,0,1,0,0,0.09433962264150941,0,0.0,0.2692307692307693,0.2,0.19230769230769232,0.7222222222222222,0.0,0.0,0.34782608695652173,0.2727272727272727,0.35000000000000003,0.7777777777777777,0.0,0.4444444444444444,0.0,0.8571428571428571,1
43,0.0,0.4117647058823529,0.1111111111111111,0.875,1,0.0,0.0,0.0,0.8181818181818182,0.16129032258064516,0.1111111111111111,0,0,0,0,0,0,0.05660377358490565,0,0.0,0.23076923076923078,0.15555555555555556,0.15384615384615385,0.7222222222222222,0.0,0.0,0.2608695652173913,0.21212121212121213,0.25,0.7222222222222222,0.0,0.5555555555555556,0.0,0.7142857142857142,0
44,0.0,0.6470588235294117,0.1111111111111111,1.0,0,0.0,0.0,0.75,0.787878787878788,0.29032258064516125,0.2,0,0,0,1,0,0,0.22641509433962265,0,0.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,1.0,0.0,0.5714285714285714,0
45,0.0,0.4117647058823529,0.1111111111111111,1.0,0,0.0,0.0,0.7857142857142857,0.8181818181818182,0.12903225806451613,0.1111111111111111,0,0,0,1,0,0,0.13207547169811323,0,0.0,0.19230769230769232,0.2,0.07692307692307693,0.611111111111111,0.0,0.0,0.21739130434782608,0.33333333333333337,0.15000000000000002,0.7777777777777777,0.08333333333333333,0.0,0.6666666666666666,0.5714285714285714,0
46,0.0,0.4117647058823529,0.2222222222222222,0.5625,1,0.0,0.0,0.42857142857142855,0.3939393939393939,0.29032258064516125,0.2,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.611111111111111,0.0,0.0,0.2608695652173913,0.24242424242424243,0.25,0.7222222222222222,0.0,0.4444444444444444,0.0,0.8571428571428571,1
47,0.0,0.4117647058823529,0.6666666666666666,0.6875,1,0.0,0.0,0.75,0.3939393939393939,0.22580645161290322,0.15555555555555556,1,0,0,1,0,1,0.09433962264150941,0,0.0,0.2692307692307693,0.17777777777777778,0.23076923076923078,0.7222222222222222,0.0,0.0,0.34782608695652173,0.2727272727272727,0.35000000000000003,0.7222222222222222,0.0,0.4444444444444444,0.0,0.8571428571428571,1
48,0.0,0.8235294117647058,0.1111111111111111,0.125,0,0.8125,0.0,0.0,0.3939393939393939,0.29032258064516125,0.2,0,0,0,1,0,1,0.07547169811320753,0,0.15000000000000002,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.611111111111111,0.0,0.10526315789473684,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.7222222222222222,0.0,0.5555555555555556,0.0,0.7142857142857142,1
49,0.0,0.0,0.1111111111111111,0.5625,1,0.0,0.0,0.75,0.8181818181818182,0.29032258064516125,0.2,0,0,0,1,0,1,0.037735849056603765,0,0.0,0.23076923076923078,0.15555555555555556,0.19230769230769232,0.6666666666666666,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.6666666666666666,0.0,0.5555555555555556,1.0,0.42857142857142855,1
50,0.0,0.6470588235294117,0.1111111111111111,0.625,1,0.0,0.0,0.42857142857142855,0.8181818181818182,0.29032258064516125,0.15555555555555556,0,0,0,1,0,1,0.13207547169811323,0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7222222222222222,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.7777777777777777,0.0,0.5555555555555556,0.0,0.7142857142857142,1
51,0.0,0.0,0.1111111111111111,0.6875,1,0.0,0.0,0.75,0.8181818181818182,0.1935483870967742,0.13333333333333333,1,0,0,1,0,1,0.037735849056603765,0,0.0,0.3076923076923077,0.22222222222222224,0.23076923076923078,0.611111111111111,0.0,0.0,0.34782608695652173,0.30303030303030304,0.30000000000000004,0.611111111111111,0.0,0.22222222222222232,0.0,0.14285714285714285,0
52,0.0,0.0,0.1111111111111111,0.875,1,0.0,0.0,0.0,0.3939393939393939,0.22580645161290322,0.15555555555555556,1,0,0,1,0,1,0.05660377358490565,0,0.0,0.23076923076923078,0.24444444444444446,0.15384615384615385,0.7777777777777777,0.0,0.0,0.2608695652173913,0.36363636363636365,0.15000000000000002,0.611111111111111,0.0,0.22222222222222232,0.0,0.14285714285714285,0
53,0.0,0.0,0.3333333333333333,0.4375,1,0.0,0.0,0.75,0.787878787878788,0.3548387096774194,0.24444444444444444,0,0,0,1,0,0,0.037735849056603765,0,0.0,0.19230769230769232,0.15555555555555556,0.19230769230769232,0.7777777777777777,0.0,0.0,0.21739130434782608,0.15151515151515152,0.25,0.8333333333333333,0.0,0.0,0.6666666666666666,0.5714285714285714,1
54,0.0,0.6470588235294117,0.1111111111111111,1.0,0,0.0,0.0,0.7857142857142857,0.8181818181818182,0.29032258064516125,0.2,0,0,0,1,0,0,0.18867924528301888,0,0.0,0.19230769230769232,0.26666666666666666,0.19230769230769232,0.5555555555555556,0.0,0.0,0.21739130434782608,0.30303030303030304,0.25,0.611111111111111,0.0,0.22222222222222232,0.0,0.14285714285714285,0
55,0.0,0.0,0.1111111111111111,0.6875,1,0.0,0.0,0.0,0.3939393939393939,0.16129032258064516,0.1111111111111111,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.2692307692307693,0.2,0.2692307692307693,0.7222222222222222,0.0,0.0,0.34782608695652173,0.30303030303030304,0.4,0.7222222222222222,0.0,0.8888888888888888,0.6666666666666666,0.0,1
56,0.2,0.1764705882352941,0.1111111111111111,0.625,1,0.125,0.0,0.0,0.06060606060606061,0.12903225806451613,0.06666666666666667,0,0,0,1,0,0,0.4150943396226415,0,0.0,0.23076923076923078,0.22222222222222224,0.0,0.0,0.0,0.0,0.2608695652173913,0.18181818181818182,0.0,0.0,0.0,0.5555555555555556,0.0,0.7142857142857142,0
57,0.0,0.6470588235294117,0.1111111111111111,0.4375,1,0.875,0.0,0.07142857142857142,0.06060606060606061,0.06451612903225806,0.04444444444444444,1,0,0,1,0,0,0.18867924528301888,0,0.0,0.23076923076923078,0.2,0.19230769230769232,0.7222222222222222,0.0,0.2631578947368421,0.4782608695652174,0.3939393939393939,0.5,0.6666666666666666,0.0,0.5555555555555556,0.0,0.7142857142857142,0
58,0.0,0.4117647058823529,0.1111111111111111,0.6875,1,0.0,0.0,0.7857142857142857,0.8181818181818182,0.22580645161290322,0.22222222222222224,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.3076923076923077,0.17777777777777778,0.3076923076923077,0.7777777777777777,0.0,0.0,0.34782608695652173,0.24242424242424243,0.4,0.7777777777777777,0.0,0.22222222222222232,0.0,0.14285714285714285,1
59,0.0,0.0,0.3333333333333333,0.0625,1,0.0,0.0,0.7857142857142857,0.787878787878788,0.12903225806451613,0.2,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5714285714285714,0
60,0.0,0.0,0.2222222222222222,0.6875,1,0.0,0.0,0.42857142857142855,0.3939393939393939,0.29032258064516125,0.2,0,0,0,1,0,0,0.018867924528301883,0,0.0,0.2692307692307693,0.17777777777777778,0.23076923076923078,0.7222222222222222,0.0,0.0,0.34782608695652173,0.36363636363636365,0.35000000000000003,0.6666666666666666,0.0,1.0,0.0,0.5714285714285714,1
61,0.0,0.8235294117647058,0.1111111111111111,0.5625,1,0.8125,0.0,0.42857142857142855,0.0,0.29032258064516125,0.2,0,0,0,1,0,1,0.07547169811320753,0,0.15000000000000002,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.6666666666666666,0.0,0.10526315789473684,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.6666666666666666,0.0,0.6666666666666667,0.0,0.5714285714285714,1
62,0.0,0.4117647058823529,0.3333333333333333,0.0625,1,0.0,0.0,0.0,0.787878787878788,0.12903225806451613,0.15555555555555556,1,0,0,1,1,1,0.037735849056603765,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333335,0.3333333333333333,0.7142857142857142,0
63,0.0,0.4117647058823529,0.1111111111111111,0.25,1,0.0,0.0,0.0,0.0,0.0967741935483871,0.08888888888888889,1,0,0,1,1,0,0.037735849056603765,0,0.0,0.23076923076923078,0.13333333333333333,0.19230769230769232,0.611111111111111,0.0,0.0,0.2608695652173913,0.24242424242424243,0.05,0.5555555555555556,0.0,0.3333333333333335,0.3333333333333333,0.7142857142857142,0
64,0.0,0.7647058823529411,0.1111111111111111,0.25,1,0.0,0.0,0.0,0.0,0.0967741935483871,0.06666666666666667,0,0,0,1,1,0,0.13207547169811323,0,0.0,0.23076923076923078,0.13333333333333333,0.0,0.0,0.0,0.0,0.2608695652173913,0.18181818181818182,0.0,0.0,0.0,0.5555555555555556,1.0,0.42857142857142855,0
65,0.6000000000000001,0.7058823529411764,0.1111111111111111,0.6875,1,0.6875,0.0,0.0,0.0,0.16129032258064516,0.1111111111111111,1,0,0,1,1,0,0.22641509433962265,0,0.1,0.2692307692307693,0.22222222222222224,0.19230769230769232,0.611111111111111,0.0,0.05263157894736842,0.34782608695652173,0.30303030303030304,0.25,0.611111111111111,0.0,0.6666666666666667,0.0,0.5714285714285714,0
66,0.0,0.0,0.3333333333333333,0.0625,1,0.0,0.0,0.42857142857142855,0.3939393939393939,0.16129032258064516,0.06666666666666667,1,0,0,1,1,1,0.037735849056603765,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333335,0.3333333333333333,0.7142857142857142,1
67,0.0,0.8235294117647058,0.1111111111111111,0.1875,1,0.8125,0.0,0.42857142857142855,0.787878787878788,0.29032258064516125,0.2,1,0,0,1,1,0,0.1132075471698113,0,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.6666666666666666,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.6666666666666666,0.0,0.11111111111111116,0.3333333333333333,1.0,1
